event,place,team,name,time,is_prelims,meet,year,location
100 Fly Women,20,Brown,Meredith Cocco,58.85,False,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
100 Fly Women,21,Cornell,Julieclaire Sheppard,58.92,False,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
100 Fly Women,22,Yale,Katelyn Kane,59.17,False,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
100 Fly Women,23,Brown,Lauren Zatorski,59.25,False,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
100 Fly Women,24,Cornell,Nicole Tariverdian,60.14,False,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
100 Fly Women,1,Yale,Margaret Gill,54.73,True,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
100 Fly Women,2,Dartmouth,Elizabeth Rippe,56.14,True,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
100 Fly Women,3,Harvard,Bridget O'Connor,56.20,True,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
100 Fly Women,4,Penn,Tara Gillies,56.29,True,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
100 Fly Women,5,Columbia,Kelly McConnell,56.75,True,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
100 Fly Women,6,Cornell,Leah Tourtellotte,56.83,True,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
100 Fly Women,7,Harvard,Noelle Bassi,56.90,True,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
100 Fly Women,8,Yale,Andrea Clifford,57.36,True,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
100 Fly Women,9,Columbia,Sarah Fisher,57.65,True,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
100 Fly Women,10,Columbia,Casey Weddle,57.71,True,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
100 Fly Women,11,Harvard,Sophie Morgan,57.94,True,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
100 Fly Women,12,Yale,Aidan McKinlay,58.08,True,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
100 Fly Women,13,Brown,Ashley Wallace,58.38,True,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
100 Fly Women,14,Yale,Alexis Mann,58.44,True,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
100 Fly Women,15,Harvard,Natalia Festa,58.49,True,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
100 Fly Women,16,Columbia,Allison Hobbs,58.52,True,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
100 Fly Women,17,Columbia,Christina Hughes,58.59,True,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
100 Fly Women,18,Penn,Ainsley Cookingham,58.85,True,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
100 Fly Women,19,Princeton,Meghan Capparell,58.88,True,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
100 Fly Women,20,Brown,Meredith Cocco,58.94,True,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
100 Fly Women,21,Brown,Lauren Zatorski,58.97,True,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
100 Fly Women,22,Cornell,Julieclaire Sheppard,59.08,True,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
100 Fly Women,23,Yale,Katelyn Kane,59.15,True,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
100 Fly Women,24,Cornell,Nicole Tariverdian,60.47,True,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
100 Fly Women,25,Brown,Anna Gleyzer,60.49,True,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
100 Fly Women,26,Cornell,Jill Berlin,61.3,True,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
200 Free Women,1,Princeton,Justina DiFazio,107.88,False,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
200 Free Women,2,Yale,Jane Kim,108.95,False,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
200 Free Women,3,Penn,Stephanie Nerby,110.63,False,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
200 Free Women,4,Columbia,Hannah Galey,111.79,False,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
200 Free Women,5,Harvard,Laurin Weisenthal,112.27,False,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
200 Free Women,6,Penn,Lauren Brandes,112.35,False,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
200 Free Women,7,Princeton,Kristen Arey,113.19,False,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
200 Free Women,8,Columbia,Lauren Morford,113.22,False,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
200 Free Women,9,Princeton,Mary Cheffers,112.11,False,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
200 Free Women,10,Yale,Chase Butler,112.96,False,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
200 Free Women,10,Harvard,Emily Wilson,112.96,False,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
200 Free Women,12,Brown,Becky Kowalsky,113.58,False,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
200 Free Women,13,Brown,Ainsley McFadgen,113.78,False,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
200 Free Women,14,Dartmouth,Laura Hester,113.98,False,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
200 Free Women,15,Columbia,Lauren Fraley,114.07,False,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
200 Free Women,16,Harvard,Sophie Morgan,115.1,False,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
200 Free Women,17,Yale,Laura Grigereit,113.6,False,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
200 Free Women,18,Harvard,Bridget O'Connor,113.75,False,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
200 Free Women,19,Penn,Amy Ottensmeyer,114.93,False,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
200 Free Women,20,Cornell,Sarah Yan,114.99,False,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
200 Free Women,21,Dartmouth,Emily Pizzichemi,116.17,False,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
200 Free Women,22,Penn,Andrea Balint,116.82,False,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
200 Free Women,23,Cornell,Laura Acchione,116.88,False,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
200 Free Women,24,Dartmouth,Zoe Bisk,118.94,False,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
200 Free Women,1,Princeton,Justina DiFazio,109.94,True,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
200 Free Women,2,Yale,Jane Kim,110.34,True,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
200 Free Women,3,Columbia,Hannah Galey,111.38,True,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
200 Free Women,4,Penn,Stephanie Nerby,111.41,True,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
200 Free Women,5,Columbia,Lauren Morford,111.46,True,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
200 Free Women,6,Harvard,Laurin Weisenthal,111.77,True,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
200 Free Women,7,Princeton,Kristen Arey,112.0,True,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
200 Free Women,8,Penn,Lauren Brandes,112.73,True,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
200 Free Women,9,Brown,Becky Kowalsky,112.78,True,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
200 Free Women,10,Harvard,Emily Wilson,113.22,True,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
200 Free Women,11,Princeton,Mary Cheffers,113.26,True,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
200 Free Women,12,Yale,Chase Butler,113.47,True,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
200 Free Women,13,Columbia,Lauren Fraley,113.89,True,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
200 Free Women,14,Brown,Ainsley McFadgen,114.06,True,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
200 Free Women,15,Dartmouth,Laura Hester,114.23,True,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
200 Free Women,16,Harvard,Sophie Morgan,115.21,True,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
200 Free Women,17,Harvard,Bridget O'Connor,115.49,True,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
200 Free Women,18,Cornell,Sarah Yan,115.75,True,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
200 Free Women,19,Yale,Laura Grigereit,115.83,True,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
200 Free Women,20,Dartmouth,Emily Pizzichemi,116.02,True,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
200 Free Women,20,Penn,Andrea Balint,116.02,True,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
200 Free Women,22,Dartmouth,Zoe Bisk,116.59,True,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
200 Free Women,23,Penn,Amy Ottensmeyer,116.77,True,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
200 Free Women,24,Cornell,Laura Acchione,117.74,True,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
200 Free Women,25,Cornell,Emily Caras,118.41,True,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
200 Free Women,26,Dartmouth,Katherine Morrison,118.43,True,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
200 Free Women,27,Dartmouth,Catherine Armstrong,118.85,True,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
200 Free Women,28,Brown,Susannah Ford,119.36,True,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
200 Free Women,29,Cornell,Kristin Conway,121.86,True,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
200 Free Women,30,Brown,Lindsay McKenna,124.25,True,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
200 Free Women,31,Brown,Ashley Wallace,125.01,True,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
100 Breast Women,1,Princeton,Kelly Hannigan,62.92,False,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
100 Breast Women,2,Harvard,Jaclyn Pangilinan,63.64,False,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
100 Breast Women,3,Princeton,Courtney Kilkuts,64.02,False,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
100 Breast Women,4,Yale,Susan Kim,64.04,False,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
100 Breast Women,5,Columbia,Amy Krakauer,64.7,False,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
100 Breast Women,6,Brown,Alexandra Wyatt,65.38,False,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
100 Breast Women,7,Harvard,Meaghan Colling,65.42,False,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
100 Breast Women,8,Penn,Megan Carlin,66.57,False,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
100 Breast Women,9,Yale,Marilee Kiernan,64.37,False,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
100 Breast Women,10,Harvard,LeeAnn Chang,65.24,False,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
100 Breast Women,11,Dartmouth,Heather Jankins,65.51,False,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
100 Breast Women,12,Yale,Caroline Dowd,65.58,False,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
100 Breast Women,13,Brown,Bailey Langner,65.96,False,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
100 Breast Women,14,Dartmouth,Meredith Blank,66.54,False,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
100 Breast Women,15,Princeton,Sobenna George,67.14,False,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
100 Breast Women,16,Dartmouth,Jaccqueline Benson,67.25,False,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
100 Breast Women,17,Brown,Julia Lippe-Klein,66.84,False,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
100 Breast Women,18,Harvard,Amanda Slaight,67.5,False,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
100 Breast Women,19,Columbia,Madeline Merrill,68.09,False,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
100 Breast Women,20,Penn,Laine Litman,68.29,False,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
100 Breast Women,21,Cornell,Mary Cirella,68.78,False,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
100 Breast Women,22,Dartmouth,Katrina Ortblad,69.1,False,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
100 Breast Women,23,Columbia,Lisa Rohrs,69.53,False,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
100 Breast Women,24,Cornell,Sabrina Kwauk,70.23,False,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
100 Breast Women,1,Princeton,Kelly Hannigan,63.38,True,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
100 Breast Women,2,Harvard,Jaclyn Pangilinan,64.03,True,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
100 Breast Women,3,Princeton,Courtney Kilkuts,64.39,True,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
100 Breast Women,4,Harvard,Meaghan Colling,64.64,True,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
100 Breast Women,5,Yale,Susan Kim,64.81,True,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
100 Breast Women,6,Brown,Alexandra Wyatt,64.9,True,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
100 Breast Women,7,Columbia,Amy Krakauer,64.91,True,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
100 Breast Women,8,Penn,Megan Carlin,65.2,True,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
100 Breast Women,9,Yale,Caroline Dowd,65.24,True,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
100 Breast Women,10,Dartmouth,Heather Jankins,65.25,True,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
100 Breast Women,11,Yale,Marilee Kiernan,65.5,True,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
100 Breast Women,12,Harvard,LeeAnn Chang,65.54,True,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
100 Breast Women,13,Dartmouth,Meredith Blank,66.05,True,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
100 Breast Women,14,Brown,Bailey Langner,66.3,True,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
100 Breast Women,15,Dartmouth,Jaccqueline Benson,66.74,True,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
100 Breast Women,15,Princeton,Sobenna George,66.74,True,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
100 Breast Women,17,Brown,Julia Lippe-Klein,66.77,True,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
100 Breast Women,18,Penn,Laine Litman,67.64,True,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
100 Breast Women,19,Harvard,Amanda Slaight,67.82,True,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
100 Breast Women,20,Columbia,Madeline Merrill,67.92,True,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
100 Breast Women,21,Cornell,Mary Cirella,68.64,True,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
100 Breast Women,22,Dartmouth,Katrina Ortblad,69.19,True,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
100 Breast Women,23,Columbia,Lisa Rohrs,69.88,True,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
100 Breast Women,24,Cornell,Sabrina Kwauk,70.52,True,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
100 Breast Women,25,Columbia,Allison Hobbs,70.95,True,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
100 Breast Women,26,Cornell,Gena Cholakis,75.52,True,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
100 Back Women,1,Yale,Moira McCloskey,55.62,False,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
100 Back Women,2,Harvard,Lindsay Hart,55.82,False,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
100 Back Women,3,Penn,Sara Coenen,56.33,False,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
100 Back Women,4,Penn,Stephanie Colson,56.34,False,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
100 Back Women,5,Brown,Emily Brush,57.53,False,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
100 Back Women,6,Columbia,Lauren Fraley,57.58,False,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
100 Back Women,7,Yale,Brenna Davis,57.74,False,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
100 Back Women,8,Harvard,Jessica Davidson,57.92,False,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
100 Back Women,9,Columbia,Bridgette McCabe,57.86,False,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
100 Back Women,10,Penn,Tara Gillies,58.01,False,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
100 Back Women,11,Columbia,Kelly McConnell,58.02,False,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
100 Back Women,12,Harvard,Natalia Festa,58.22,False,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
100 Back Women,13,Brown,Sarah Goodman,58.57,False,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
100 Back Women,14,Penn,Ainsley Cookingham,58.85,False,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
100 Back Women,15,Princeton,Meghan Capparell,58.93,False,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
100 Back Women,16,Dartmouth,Carolyn Rippe,59.05,False,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
100 Back Women,17,Columbia,Casey Weddle,57.64,False,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
100 Back Women,18,Brown,Lindsay McKenna,59.02,False,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
100 Back Women,19,Columbia,Mary McCue,59.17,False,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
100 Back Women,20,Brown,Katie Brandstetter,59.34,False,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
100 Back Women,21,Princeton,Nikki Laffel,59.65,False,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
100 Back Women,22,Penn,Hayley Wolfgruber,59.70,False,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
100 Back Women,23,Dartmouth,Hillary Preston,60.42,False,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
100 Back Women,24,Penn,Sarah Bargmann,61.35,False,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
100 Back Women,1,Yale,Moira McCloskey,55.87,True,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
100 Back Women,2,Harvard,Lindsay Hart,56.05,True,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
100 Back Women,3,Penn,Stephanie Colson,56.79,True,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
100 Back Women,4,Penn,Sara Coenen,56.98,True,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
100 Back Women,5,Yale,Brenna Davis,57.15,True,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
100 Back Women,6,Columbia,Lauren Fraley,57.35,True,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
100 Back Women,7,Brown,Emily Brush,57.40,True,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
100 Back Women,8,Harvard,Jessica Davidson,57.56,True,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
100 Back Women,9,Columbia,Kelly McConnell,57.90,True,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
100 Back Women,10,Columbia,Bridgette McCabe,57.99,True,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
100 Back Women,11,Penn,Tara Gillies,58.06,True,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
100 Back Women,12,Brown,Sarah Goodman,58.54,True,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
100 Back Women,13,Harvard,Natalia Festa,58.57,True,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
100 Back Women,14,Princeton,Meghan Capparell,58.71,True,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
100 Back Women,15,Penn,Ainsley Cookingham,58.88,True,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
100 Back Women,16,Dartmouth,Carolyn Rippe,59.02,True,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
100 Back Women,17,Columbia,Mary McCue,59.19,True,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
100 Back Women,18,Brown,Lindsay McKenna,59.40,True,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
100 Back Women,19,Columbia,Casey Weddle,59.48,True,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
100 Back Women,20,Princeton,Nikki Laffel,59.61,True,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
100 Back Women,21,Penn,Hayley Wolfgruber,60.0,True,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
100 Back Women,22,Brown,Katie Brandstetter,60.16,True,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
100 Back Women,23,Dartmouth,Hillary Preston,60.44,True,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
100 Back Women,24,Penn,Sarah Bargmann,60.64,True,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
100 Back Women,25,Cornell,Emma Wondergem,61.03,True,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
100 Back Women,26,Dartmouth,Megan Crapster,61.98,True,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
100 Back Women,27,Cornell,Laura Luedke,62.96,True,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
100 Back Women,28,Brown,Lauren Zatorski,63.69,True,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
100 Back Women,29,Cornell,Kristin Conway,63.72,True,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
100 Back Women,30,Cornell,Rebecca Nolan,66.47,True,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
800 Free Relay Women,1,Princeton,Princeton,440.43,False,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
800 Free Relay Women,2,Harvard,Harvard,443.7,False,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
800 Free Relay Women,3,Yale,Yale,446.45,False,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
800 Free Relay Women,4,Penn,Penn,449.1,False,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
800 Free Relay Women,5,Columbia,Columbia,452.59,False,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
800 Free Relay Women,6,Brown,Brown,457.52,False,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
800 Free Relay Women,7,Dartmouth,Dartmouth,458.68,False,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
800 Free Relay Women,8,Cornell,Cornell,466.81,False,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
1650 Free Women,1,Harvard,Alexandra Clarke,979.67,True,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
1650 Free Women,2,Princeton,Ellen Gray,989.82,True,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
1650 Free Women,3,Dartmouth,Melissa Kern,999.56,True,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
1650 Free Women,4,Yale,Laura Strittmatter,1014.78,True,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
1650 Free Women,5,Princeton,Aurora Lee,1017.08,True,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
1650 Free Women,6,Columbia,Lauren Morford,1018.54,True,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
1650 Free Women,7,Harvard,Laurin Weisenthal,1021.34,True,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
1650 Free Women,8,Penn,Margot Newcomer,1026.49,True,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
1650 Free Women,9,Princeton,Catherine Wolpe,1028.22,True,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
1650 Free Women,10,Brown,Dillon Delaney,1028.77,True,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
1650 Free Women,11,Penn,Ashley Cameron Villarreal,1029.17,True,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
1650 Free Women,12,Columbia,Kathryn Taylor,1034.83,True,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
1650 Free Women,13,Harvard,Stacy Blondin,1036.28,True,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
1650 Free Women,14,Princeton,Joelle Milov,1041.52,True,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
1650 Free Women,15,Penn,Katherine Donohue,1050.91,True,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
1650 Free Women,16,Harvard,Kelly Blondin,1054.31,True,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
1650 Free Women,17,Yale,Sara Fracapane,1062.44,True,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
1650 Free Women,18,Dartmouth,Zoe Bisk,1068.55,True,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
1650 Free Women,19,Cornell,Katie Gryka,1087.52,True,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
1650 Free Women,20,Dartmouth,Katherine Davis,1094.42,True,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
1650 Free Women,20,Cornell,Heidi Judd,1094.42,True,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
200 Back Women,1,Harvard,Lindsay Hart,118.58,False,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
200 Back Women,2,Yale,Moira McCloskey,119.2,False,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
200 Back Women,3,Penn,Sara Coenen,121.36,False,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
200 Back Women,4,Harvard,Jessica Davidson,122.69,False,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
200 Back Women,5,Yale,Brenna Davis,123.2,False,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
200 Back Women,6,Columbia,Lauren Fraley,123.87,False,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
200 Back Women,7,Penn,Ainsley Cookingham,124.62,False,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
200 Back Women,8,Princeton,Meghan Capparell,124.94,False,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
200 Back Women,9,Columbia,Delghir Urubshurow,124.02,False,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
200 Back Women,10,Harvard,Katy Foley,124.45,False,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
200 Back Women,11,Harvard,Linnea Sundberg,124.98,False,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
200 Back Women,12,Columbia,Kelly McConnell,125.19,False,Ivy League Championships,2007,"Denunzio Pool, Princ, Nj"
